order_item_id,order_id,product_id,quantity,unit_price
81,5041,2029,1,799.0
82,5041,2001,3,799.0
83,5042,2007,1,2374.05
84,5042,2029,1,799.0
85,5043,2020,2,999.0
86,5043,2010,3,1439.1
87,5044,2008,1,314.1
88,5044,2020,2,949.05
89,5044,2030,2,1799.1
90,5045,2024,1,1329.05
91,5045,2021,1,1169.1
92,5046,2010,2,1599.0
93,5046,2016,2,759.05
94,5047,2024,1,1399.0
95,5047,2012,3,1804.05
96,5047,2014,1,1234.05
97,5048,2005,2,2999.0
98,5048,2020,1,949.05
99,5049,2024,2,1329.05
100,5049,2003,1,569.05
101,5049,2001,1,759.05
102,5050,2020,2,999.0
103,5051,2008,2,314.1
104,5051,2001,3,799.0
105,5051,2019,1,664.05
106,5052,2001,1,719.1
107,5052,2012,3,1899.0
108,5053,2008,2,349.0
109,5054,2008,2,349.0
110,5054,2007,2,2499.0
111,5055,2030,2,1999.0
112,5055,2011,1,1619.1
113,5055,2016,1,719.1
114,5056,2017,1,616.55
115,5056,2024,2,1399.0
116,5056,2028,2,1099.0
117,5057,2003,1,599.0
118,5058,2020,1,999.0
119,5058,2001,1,719.1
120,5058,2002,1,1349.1
121,5059,2014,1,1234.05
122,5059,2030,3,1899.05
123,5060,2009,3,1234.05
124,5060,2025,1,2374.05
125,5061,2017,2,616.55
126,5061,2014,1,1169.1
127,5062,2008,1,349.0
128,5062,2025,1,2499.0
129,5063,2010,1,1519.05
130,5063,2019,1,664.05
131,5063,2011,1,1709.05
132,5064,2002,1,1349.1
133,5064,2018,2,189.05
134,5065,2010,1,1519.05
135,5066,2024,2,1259.1
136,5066,2010,3,1519.05
137,5066,2011,1,1619.1
138,5066,2015,1,899.0
139,5067,2011,1,1799.0
140,5067,2016,2,799.0
141,5068,2009,2,1299.0
142,5068,2018,1,199.0
143,5069,2016,1,719.1
144,5069,2024,1,1399.0
145,5069,2002,3,1424.05
146,5070,2014,1,1234.05
147,5071,2011,1,1709.05
148,5071,2004,1,2089.05
149,5072,2005,2,2699.1
150,5073,2028,3,1099.0
151,5073,2017,1,584.1
152,5074,2008,1,349.0
153,5074,2025,3,2374.05
154,5075,2029,1,799.0
155,5075,2015,2,854.05
156,5076,2021,1,1169.1
157,5076,2013,1,499.0
158,5077,2008,2,331.55
159,5077,2030,2,1899.05
160,5077,2014,1,1234.05
161,5078,2009,1,1299.0
162,5079,2011,2,1619.1
163,5079,2022,3,899.0
164,5079,2012,1,1804.05
165,5080,2004,1,2199.0
166,5080,2005,1,2999.0
167,5081,2001,1,799.0
168,5081,2027,1,134.1
169,5082,2016,2,759.05
170,5082,2021,1,1234.05
171,5082,2004,2,2199.0
172,5083,2006,3,999.0
173,5083,2022,2,809.1
174,5083,2002,1,1349.1
175,5084,2027,2,134.1
176,5084,2024,1,1399.0
177,5085,2015,3,854.05
178,5085,2019,2,699.0
179,5086,2026,1,269.1
180,5086,2013,2,499.0
181,5087,2023,2,1599.0
182,5088,2002,3,1499.0
183,5088,2016,1,799.0
184,5089,2012,1,1709.1
185,5090,2026,1,299.0
186,5090,2021,3,1169.1
187,5090,2007,2,2249.1
188,5091,2026,2,284.05
189,5091,2027,2,149.0
190,5092,2008,2,349.0
191,5093,2007,2,2499.0
192,5093,2014,1,1234.05
193,5093,2030,1,1799.1
194,5093,2006,2,899.1
195,5094,2020,2,999.0
196,5094,2006,2,949.05
197,5095,2029,3,799.0
198,5096,2024,2,1329.05
199,5096,2023,3,1599.0
200,5096,2028,1,1099.0
201,5097,2026,2,269.1
202,5097,2016,1,759.05
203,5097,2018,1,199.0
204,5098,2027,2,149.0
205,5098,2028,3,989.1
206,5099,2009,2,1234.05
207,5099,2006,2,949.05
208,5100,2028,2,989.1
209,5100,2012,1,1899.0
210,5101,2028,1,1099.0
211,5101,2013,1,474.05
212,5101,2023,3,1599.0
213,5102,2008,1,349.0
214,5103,2018,1,199.0
215,5103,2011,1,1619.1
216,5103,2014,1,1299.0
217,5104,2022,1,899.0
218,5104,2012,1,1804.05
219,5105,2011,1,1799.0
220,5105,2016,1,799.0
221,5106,2016,1,799.0
222,5106,2021,3,1299.0
223,5107,2006,3,949.05
224,5108,2008,2,349.0
225,5108,2012,2,1804.05
226,5108,2002,3,1349.1
227,5109,2022,3,854.05
228,5109,2007,1,2374.05
229,5110,2018,1,189.05
230,5110,2026,2,299.0
231,5111,2025,3,2499.0
232,5111,2002,1,1499.0
233,5112,2027,2,134.1
234,5112,2026,1,284.05
235,5112,2017,1,649.0
236,5113,2007,1,2499.0
237,5113,2003,2,539.1
238,5114,2030,1,1799.1
239,5114,2024,1,1259.1
240,5114,2020,1,949.05
241,5115,2008,2,349.0
242,5115,2025,2,2499.0
243,5116,2023,2,1599.0
244,5116,2027,3,134.1
245,5116,2025,1,2249.1
246,5117,2028,2,989.1
247,5117,2007,2,2499.0
248,5117,2021,1,1299.0
249,5117,2009,2,1299.0
250,5118,2013,1,499.0
251,5118,2007,3,2374.05
252,5118,2015,1,899.0
253,5118,2009,2,1299.0
254,5119,2021,3,1299.0
255,5119,2028,2,1044.05
256,5120,2023,1,1519.05
257,5120,2019,1,699.0
258,5121,2016,1,719.1
259,5121,2024,2,1259.1
260,5121,2029,2,759.05
261,5121,2018,1,179.1
262,5122,2026,3,269.1
263,5122,2001,3,719.1
264,5122,2009,3,1299.0
265,5122,2003,3,599.0
266,5123,2018,2,199.0
267,5123,2006,1,899.1
268,5124,2011,3,1709.05
269,5124,2002,2,1349.1
270,5125,2009,2,1299.0
271,5126,2012,1,1709.1
272,5127,2015,1,854.05
273,5127,2029,1,719.1
274,5127,2020,1,949.05
275,5128,2004,1,1979.1
276,5128,2003,1,599.0
277,5129,2009,1,1299.0
278,5129,2023,2,1439.1
279,5130,2023,1,1519.05
280,5130,2015,3,809.1
281,5130,2029,1,799.0
282,5130,2019,1,699.0
283,5131,2020,2,999.0
284,5131,2025,2,2499.0
285,5132,2008,1,349.0
286,5132,2013,2,499.0
287,5132,2028,2,1099.0
288,5133,2021,2,1234.05
289,5134,2007,2,2499.0
290,5135,2028,1,1044.05
291,5135,2019,2,629.1
292,5136,2009,1,1299.0
293,5136,2029,2,719.1
294,5136,2021,1,1234.05
295,5137,2015,1,809.1
296,5137,2029,1,759.05
297,5138,2027,2,149.0
298,5138,2023,2,1519.05
299,5138,2012,3,1709.1
300,5139,2019,3,699.0
301,5139,2008,1,331.55
302,5139,2020,1,899.1
303,5140,2030,1,1899.05
304,5141,2011,2,1619.1
305,5141,2026,2,284.05
306,5142,2030,1,1799.1
307,5142,2008,1,314.1
308,5143,2006,1,899.1
309,5143,2001,1,799.0
310,5144,2010,1,1439.1
311,5144,2013,1,474.05
312,5145,2029,1,759.05
313,5145,2007,1,2249.1
314,5145,2021,1,1169.1
315,5146,2003,3,599.0
316,5146,2018,1,199.0
317,5147,2002,3,1424.05
318,5147,2015,3,899.0
319,5148,2024,3,1399.0
320,5149,2021,1,1299.0
321,5149,2017,1,649.0
322,5149,2009,1,1169.1
323,5150,2001,1,759.05
324,5150,2014,2,1299.0
325,5150,2024,2,1399.0
326,5151,2030,2,1999.0
327,5151,2028,3,1099.0
328,5151,2018,2,199.0
329,5152,2026,1,299.0
330,5152,2025,2,2499.0
331,5153,2021,2,1299.0
332,5154,2018,1,199.0
333,5155,2013,1,474.05
334,5155,2010,3,1599.0
335,5156,2003,1,569.05
336,5156,2014,2,1299.0
337,5156,2016,2,799.0
338,5157,2024,1,1399.0
339,5157,2025,1,2499.0
340,5157,2008,1,331.55
341,5158,2026,2,299.0
342,5159,2028,3,1044.05
343,5160,2024,1,1329.05
344,5160,2017,1,649.0
345,5160,2022,2,854.05
346,5161,2017,2,584.1
347,5161,2005,1,2849.05
348,5162,2028,1,1044.05
349,5162,2010,1,1439.1
350,5162,2004,3,2089.05
351,5163,2026,2,299.0
352,5163,2016,3,799.0
353,5163,2020,2,999.0
354,5164,2010,1,1599.0
355,5164,2028,1,989.1
356,5165,2013,1,499.0
357,5166,2026,2,299.0
358,5167,2023,1,1599.0
359,5167,2017,1,649.0
360,5167,2001,1,759.05
361,5168,2015,3,854.05
362,5168,2014,3,1169.1
363,5169,2014,3,1299.0
364,5169,2003,1,539.1
365,5170,2029,1,799.0
366,5170,2024,3,1259.1
367,5171,2028,1,1044.05
368,5172,2010,3,1519.05
369,5172,2028,1,1099.0
370,5173,2026,1,299.0
371,5173,2013,1,499.0
372,5174,2025,1,2249.1
373,5174,2003,1,569.05
374,5175,2001,1,799.0
375,5175,2009,3,1169.1
376,5176,2005,1,2999.0
377,5176,2023,3,1439.1
378,5177,2019,2,629.1
379,5177,2011,2,1709.05
380,5178,2018,2,199.0
381,5178,2019,3,699.0
382,5179,2016,2,759.05
383,5180,2012,3,1804.05
384,5181,2024,2,1399.0
385,5181,2003,1,599.0
386,5181,2025,1,2249.1
387,5182,2028,1,1044.05
388,5183,2030,3,1899.05
389,5183,2006,2,999.0
390,5184,2013,2,449.1
391,5184,2021,1,1299.0
392,5184,2019,3,699.0
393,5185,2011,3,1619.1
394,5185,2018,1,179.1
395,5185,2020,2,999.0
396,5186,2024,3,1399.0
397,5186,2026,1,299.0
398,5187,2005,2,2999.0
399,5188,2007,2,2249.1
400,5188,2001,1,799.0
401,5188,2014,2,1169.1
402,5189,2005,2,2999.0
403,5189,2004,3,2199.0
404,5189,2008,1,331.55
405,5190,2015,2,899.0
406,5190,2006,1,999.0
407,5191,2006,1,999.0
408,5191,2025,2,2499.0
409,5192,2016,2,799.0
410,5193,2002,2,1349.1
411,5193,2029,1,759.05
412,5194,2015,1,854.05
413,5194,2011,2,1799.0
414,5195,2016,1,759.05
415,5195,2023,1,1599.0
416,5196,2028,3,1044.05
417,5196,2027,1,134.1
418,5197,2021,1,1169.1
419,5197,2018,2,179.1
420,5198,2006,2,999.0
421,5198,2030,1,1899.05
422,5199,2003,1,569.05
423,5199,2011,1,1619.1
424,5199,2020,2,999.0
425,5200,2026,1,284.05
426,5200,2013,2,474.05
427,5200,2025,2,2499.0
428,5201,2011,1,1709.05
429,5201,2018,1,199.0
430,5202,2030,2,1999.0
431,5202,2022,2,899.0
432,5203,2008,1,349.0
433,5203,2014,2,1234.05
434,5204,2013,1,474.05
435,5205,2022,3,854.05
436,5206,2026,2,284.05
437,5206,2028,2,1044.05
438,5207,2010,1,1439.1
439,5207,2007,2,2249.1
440,5208,2004,3,2089.05
441,5208,2002,2,1424.05
442,5208,2027,1,134.1
443,5209,2015,2,899.0
444,5209,2028,2,1099.0
445,5210,2009,1,1169.1
446,5210,2008,2,349.0
447,5211,2018,1,199.0
448,5211,2001,1,759.05
449,5211,2025,2,2499.0
450,5212,2009,1,1299.0
451,5212,2013,2,449.1
452,5213,2019,1,699.0
453,5213,2020,3,999.0
454,5214,2003,1,569.05
455,5214,2012,2,1709.1
456,5215,2029,1,719.1
457,5216,2008,1,349.0
458,5217,2013,1,474.05
459,5217,2006,1,899.1
460,5217,2021,1,1299.0
461,5218,2030,2,1799.1
462,5219,2025,1,2374.05
463,5219,2017,1,616.55
464,5219,2008,1,314.1
465,5220,2020,2,999.0
466,5221,2005,2,2999.0
467,5222,2011,2,1799.0
468,5222,2007,1,2499.0
469,5223,2004,3,2199.0
470,5224,2009,1,1299.0
471,5224,2020,1,949.05
472,5224,2013,1,474.05
473,5225,2004,1,1979.1
474,5226,2012,1,1899.0
475,5226,2005,3,2999.0
476,5227,2001,1,759.05
477,5227,2023,1,1439.1
478,5228,2030,2,1999.0
479,5228,2010,3,1519.05
480,5228,2008,2,331.55
481,5229,2015,1,899.0
482,5229,2012,2,1899.0
483,5230,2010,1,1519.05
484,5230,2029,1,799.0
485,5231,2008,3,349.0
486,5232,2026,2,299.0
487,5232,2006,2,999.0
488,5233,2011,2,1709.05
489,5233,2029,3,799.0
490,5234,2025,1,2499.0
491,5234,2014,1,1169.1
492,5234,2012,1,1709.1
493,5235,2004,1,1979.1
494,5235,2008,2,349.0
495,5236,2002,2,1499.0
496,5237,2010,2,1519.05
497,5237,2022,1,809.1
498,5237,2027,3,149.0
499,5238,2029,1,719.1
500,5238,2024,1,1329.05
501,5239,2001,1,799.0
502,5239,2009,2,1169.1
503,5239,2027,1,149.0
504,5240,2024,2,1329.05
505,5241,2001,1,799.0
506,5241,2015,1,899.0
507,5241,2009,2,1169.1
508,5242,2027,1,149.0
509,5242,2013,1,499.0
510,5242,2022,1,899.0
511,5243,2016,3,799.0
512,5243,2029,1,719.1
513,5243,2026,1,299.0
514,5244,2013,2,499.0
515,5244,2019,2,699.0
516,5245,2028,1,1099.0
517,5245,2002,3,1349.1
518,5246,2027,2,149.0
519,5246,2022,2,899.0
520,5247,2002,3,1424.05
521,5247,2030,1,1799.1
522,5248,2006,2,999.0
523,5248,2009,2,1169.1
524,5248,2013,1,474.05
525,5248,2027,1,141.55
526,5249,2014,1,1299.0
527,5249,2022,1,899.0
528,5250,2016,2,799.0
529,5250,2004,1,2199.0
530,5250,2003,2,539.1
531,5251,2007,1,2374.05
532,5251,2030,3,1899.05
533,5251,2016,1,719.1
534,5252,2002,1,1424.05
535,5252,2006,2,999.0
536,5253,2006,1,999.0
537,5254,2017,1,584.1
538,5254,2014,1,1299.0
539,5254,2018,2,199.0
540,5255,2012,3,1899.0
541,5255,2029,2,719.1
542,5256,2006,2,899.1
543,5256,2029,2,719.1
544,5257,2014,1,1234.05
545,5257,2003,1,539.1
546,5257,2029,3,719.1
547,5258,2023,1,1519.05
548,5258,2029,3,759.05
549,5259,2028,1,989.1
550,5259,2017,1,616.55
551,5259,2001,2,799.0
552,5260,2029,2,799.0
553,5260,2030,1,1999.0
554,5260,2025,1,2499.0
555,5261,2023,2,1439.1
556,5261,2029,2,719.1
557,5262,2025,2,2499.0
558,5263,2008,2,349.0
559,5264,2018,2,199.0
560,5264,2003,1,539.1
561,5265,2011,2,1619.1
562,5265,2008,1,331.55
563,5266,2020,2,999.0
564,5266,2025,1,2499.0
565,5267,2004,2,1979.1
566,5267,2014,1,1299.0
567,5267,2011,1,1799.0
568,5267,2021,1,1299.0
569,5268,2021,2,1234.05
570,5268,2027,1,149.0
571,5269,2011,3,1709.05
572,5269,2014,2,1299.0
573,5270,2030,1,1899.05
574,5270,2022,3,899.0
575,5271,2002,1,1349.1
576,5271,2018,1,199.0
577,5272,2006,2,949.05
578,5273,2028,1,1099.0
579,5273,2005,1,2999.0
580,5274,2011,2,1799.0
581,5274,2021,1,1234.05
582,5274,2029,2,799.0
583,5275,2008,1,331.55
584,5275,2010,3,1439.1
585,5276,2014,1,1299.0
586,5276,2007,1,2499.0
587,5277,2004,2,2199.0
588,5277,2017,2,616.55
589,5277,2030,2,1999.0
590,5278,2021,1,1299.0
591,5278,2005,3,2849.05
592,5279,2018,1,189.05
593,5279,2030,2,1999.0
594,5280,2004,2,2199.0
595,5281,2007,1,2374.05
596,5281,2023,1,1439.1
597,5281,2018,1,199.0
598,5282,2008,1,349.0
599,5282,2006,1,949.05
600,5283,2012,1,1899.0
601,5283,2011,2,1709.05
602,5283,2013,3,449.1
603,5284,2018,1,199.0
604,5285,2020,1,949.05
605,5285,2012,3,1804.05
606,5285,2009,2,1299.0
607,5286,2003,1,599.0
608,5286,2024,1,1399.0
609,5286,2020,1,999.0
610,5286,2028,2,1099.0
611,5287,2019,2,699.0
612,5288,2029,2,719.1
613,5289,2025,3,2499.0
614,5289,2028,2,1099.0
615,5290,2012,2,1804.05
616,5290,2025,1,2249.1
617,5290,2018,1,199.0
618,5291,2004,2,2089.05
619,5291,2005,3,2699.1
620,5292,2013,2,474.05
621,5292,2010,1,1439.1
622,5293,2024,1,1259.1
623,5293,2009,1,1234.05
624,5293,2006,1,999.0
625,5294,2012,1,1804.05
626,5294,2002,2,1349.1
627,5295,2004,1,2199.0
628,5295,2015,2,854.05
629,5296,2030,2,1899.05
630,5296,2011,1,1619.1
631,5297,2029,1,799.0
632,5297,2017,1,584.1
633,5297,2015,2,899.0
634,5297,2028,1,1044.05
635,5298,2017,3,649.0
636,5298,2028,3,989.1
637,5299,2016,2,719.1
638,5299,2012,3,1709.1
639,5300,2014,1,1299.0
640,5300,2007,3,2374.05
641,5300,2023,1,1599.0
642,5014,2024,2,1259.1
